Date,Rented,Temp1,Temp2,Humidity,Wind_speed,Weather_code,Is_holiday,Is_weekend,Season
04.05.2015,26795,14.6,14.6,67.2,18.8,1,24,0,0
05.05.2015,26488,14.6,14.6,69.4,31,2,0,0,0
06.05.2015,24438,12.5,12.3,70.5,32.2,2,0,0,0
07.05.2015,31144,13.2,13.1,62.3,19.6,1,0,0,0
08.05.2015,26878,13.1,13,71.2,12.1,1,0,0,0
09.05.2015,27810,14.8,14.8,59.4,26.3,1,0,1,0
10.05.2015,32226,14.8,14.6,66.6,13.7,1,0,1,0
11.05.2015,33719,17.3,17.3,64.5,17.3,1,0,0,0
12.05.2015,33820,14.6,14.6,53.4,23.2,1,0,0,0
13.05.2015,36699,13.8,13.4,56.5,11.7,1,0,0,0
14.05.2015,15609,9.9,7.9,85,21.4,1,0,0,0
15.05.2015,32343,11.8,11,69.5,14.1,2,0,0,0
16.05.2015,32526,15.1,15.1,59.9,19.9,1,0,1,0
17.05.2015,31323,13.6,13.3,56.4,17.2,1,0,1,0
18.05.2015,24288,12.4,12,68.3,25.1,1,0,0,0
19.05.2015,28331,10.9,9.5,63.1,24.3,1,0,0,0
20.05.2015,30534,11.5,10.5,61.2,18.7,1,0,0,0
21.05.2015,34833,14.6,14,53,15.8,1,0,0,0
22.05.2015,33435,15.7,15.4,65.7,13.7,1,0,0,0
23.05.2015,23849,14.7,14.7,68.9,15,1,0,1,0
24.05.2015,30018,15.8,15.8,64.3,11.5,1,0,1,0
25.05.2015,29502,13.8,13.8,60.9,13.6,1,24,0,0
26.05.2015,34809,14.9,14.9,60.1,14.6,1,0,0,0
27.05.2015,36407,14.8,14.5,56.4,16.7,1,0,0,0
28.05.2015,34387,15,15,49.9,23.2,1,0,0,0
29.05.2015,26023,12.4,12.4,64,22.2,1,0,0,0
30.05.2015,29206,13.1,12.4,57.8,17.8,1,0,1,0
31.05.2015,14998,13.9,13.9,72.9,22.3,1,0,1,0
01.06.2015,27864,12.1,11.4,62.8,23.6,1,0,0,1
02.06.2015,27939,15.7,15.7,75,33.5,1,0,0,1
03.06.2015,35377,16.1,16.1,53.1,17.6,1,0,0,1
04.06.2015,39451,17,16.8,56.3,12.9,1,0,0,1
05.06.2015,34563,19.8,19.8,63.5,19.5,1,0,0,1
06.06.2015,32820,15.3,15.2,51.2,23.8,1,0,1,1
07.06.2015,35407,15,14.9,56,12.5,1,0,1,1
08.06.2015,32587,13.6,13.5,63.9,13.5,1,0,0,1
09.06.2015,33255,12,11.3,59.2,21,1,0,0,1
10.06.2015,35707,14,13.8,57.8,22,1,0,0,1
11.06.2015,38808,16.8,16.7,63.1,20.4,1,0,0,1
12.06.2015,35172,18.8,18.8,69.6,12.2,1,0,0,1
13.06.2015,30298,17.5,17.5,77.4,18.3,2,0,1,1
14.06.2015,25235,14.9,14.9,78.5,13.1,1,0,1,1
15.06.2015,34558,14.3,14.3,64.7,16.9,1,0,0,1
16.06.2015,37923,17,16.9,58.5,8.1,1,0,0,1
17.06.2015,38591,19.6,19.6,65.5,21.9,1,0,0,1
18.06.2015,38687,17.9,17.9,57.3,18.1,1,0,0,1
19.06.2015,35966,16.4,16.4,58.5,16,1,0,0,1
20.06.2015,26295,16.6,16.6,74.8,9.8,1,0,1,1
21.06.2015,30393,17.5,17.5,62.7,23,1,0,1,1
22.06.2015,29557,14.7,14.7,70.9,20.9,1,0,0,1
23.06.2015,37472,15.8,15.8,60.4,14.1,1,0,0,1
24.06.2015,38940,18.6,18.4,57.2,16.1,1,0,0,1
25.06.2015,38673,19.6,19.6,57,13.5,1,0,0,1
26.06.2015,37019,20.6,20.6,55.3,15.9,1,0,0,1
27.06.2015,36581,19.5,19.2,57.4,17,1,0,1,1
28.06.2015,25706,19.1,19.1,64.3,15.3,1,0,1,1
29.06.2015,39082,20.6,20.5,54.6,13.4,1,0,0,1
30.06.2015,43326,22.4,22,50.4,14.9,1,0,0,1
01.07.2015,42641,27.4,27.4,51,17.3,1,0,0,1
02.07.2015,38262,22.3,22.3,64.6,15.2,1,0,0,1
03.07.2015,39611,19.9,19.9,63.7,17.5,1,0,0,1
04.07.2015,38283,22.2,22.2,66.2,17.4,1,0,1,1
05.07.2015,29716,18.6,18.6,64.7,13.7,1,0,1,1
06.07.2015,38620,19,18.7,59,15.5,1,0,0,1
07.07.2015,37908,19.5,19.4,58.1,21.5,1,0,0,1
08.07.2015,41703,17.8,17.8,62.4,23.8,1,0,0,1
09.07.2015,72504,17.8,17.5,49,13,1,0,0,1
10.07.2015,42779,20.8,20.3,47.2,12.9,1,0,0,1
11.07.2015,42091,21.4,21.3,54.2,17.4,1,0,1,1
12.07.2015,23240,18.5,18.5,75.5,21.7,1,0,1,1
13.07.2015,26920,19,19,81.5,20,3,0,0,1
14.07.2015,35348,19.4,19.4,76.6,16,3,0,0,1
15.07.2015,34574,19.6,19.6,76.9,12,1,0,0,1
16.07.2015,39306,19.9,19.9,65.5,22,1,0,0,1
17.07.2015,38505,20.4,20.4,62.7,20,1,0,0,1
18.07.2015,38491,18.7,18.5,54,17.6,1,0,1,1
19.07.2015,36693,20,19.7,49.3,19,1,0,1,1
20.07.2015,27163,19.1,19.1,77.9,13.4,1,0,0,1
21.07.2015,40696,20.4,20.4,58.4,22.4,1,0,0,1
22.07.2015,37915,19.3,19.2,61,17.8,1,0,0,1
23.07.2015,39092,18.2,18.1,56.5,13.6,1,0,0,1
24.07.2015,16034,15.9,15.9,75.4,11.5,1,0,0,1
25.07.2015,32608,16.7,16.7,61.7,19.9,1,0,1,1
26.07.2015,12398,15.5,15.5,77.6,16.3,1,0,1,1
27.07.2015,31904,17.8,17.8,67.2,28.2,2,0,0,1
28.07.2015,36101,17.1,17.1,58.8,27.9,1,0,0,1
29.07.2015,36761,15.8,15.8,60.9,19.7,1,0,0,1
30.07.2015,36145,15.9,15.9,60.2,14.9,1,0,0,1
31.07.2015,36675,17,16.9,58.6,8.2,1,0,0,1
01.08.2015,43017,17.7,17.6,55.7,12.6,1,0,1,1
02.08.2015,43295,19.8,19.5,57.8,12.5,1,0,1,1
03.08.2015,35402,19.8,19.8,68.3,17.6,1,0,0,1
04.08.2015,37644,18.3,18.3,61,22.9,1,0,0,1
05.08.2015,38770,18.4,18.4,64.6,11.1,1,0,0,1
06.08.2015,63468,19.4,19.4,67.7,14.9,1,0,0,1
07.08.2015,39486,19.5,19.5,62.7,9,1,0,0,1
08.08.2015,38993,19.7,19.7,69.4,11,1,0,1,1
09.08.2015,40441,21.3,21.1,55.8,12.3,1,0,1,1
10.08.2015,35335,20.3,20.3,74,18.1,1,0,0,1
11.08.2015,34318,18.3,18.3,64.6,7.4,1,0,0,1
12.08.2015,36548,18.5,18.5,70.4,16.8,1,0,0,1
13.08.2015,25974,18.9,18.9,83.9,15.1,2,0,0,1
14.08.2015,25419,19,19,85.6,12.5,2,0,0,1
15.08.2015,33739,17.6,17.6,63.3,13.5,1,0,1,1
16.08.2015,30616,16.8,16.8,63.4,7,1,0,1,1
17.08.2015,35695,17.8,17.8,55.8,9.7,1,0,0,1
18.08.2015,34530,17.6,17.6,59.5,16.1,1,0,0,1
19.08.2015,31640,17.9,17.9,68.5,15.1,1,0,0,1
20.08.2015,32554,19,19,81.4,13.8,2,0,0,1
21.08.2015,35882,22.1,22.1,68.9,14.6,1,0,0,1
22.08.2015,44187,23.2,23.2,62.8,12.3,1,0,1,1
23.08.2015,27001,19.5,19.5,68,16.9,1,0,1,1
24.08.2015,17400,15.8,15.8,87.5,13.4,1,0,0,1
25.08.2015,28152,16.2,16.2,79.3,20.1,1,0,0,1
26.08.2015,23738,18.3,18.3,80.7,22,1,0,0,1
27.08.2015,30528,16.8,16.8,73,17.5,1,0,0,1
28.08.2015,32950,17,17,66.9,15.8,1,0,0,1
29.08.2015,22618,18.3,18.3,72.7,7.8,1,0,1,1
30.08.2015,24972,17.8,17.8,80.3,10.5,3,0,1,1
31.08.2015,9639,15.5,15.5,89.5,10.4,3,24,0,1
01.09.2015,25556,15.5,15.5,79.8,9.5,1,0,0,2
02.09.2015,30180,14.7,14.7,73.3,10.2,1,0,0,2
03.09.2015,30950,13.9,13.9,68.8,13,1,0,0,2
04.09.2015,29709,14.3,14.3,65.3,13.1,1,0,0,2
05.09.2015,22317,13.4,13.4,71.5,11.3,1,0,1,2
06.09.2015,29429,14.1,13.9,64.7,9.8,1,0,1,2
07.09.2015,31692,14.3,14.3,72.2,9.8,1,0,0,2
08.09.2015,32781,14.1,14.1,73.4,8.4,1,0,0,2
09.09.2015,33116,15.8,15.8,71.6,14.1,1,0,0,2
10.09.2015,35734,16.2,16.2,71.8,15,1,0,0,2
11.09.2015,33190,16.6,16.6,72,16.8,1,0,0,2
12.09.2015,27023,18.3,18.3,63.8,17.5,1,0,1,2
13.09.2015,26166,14,14,73,11,1,0,1,2
14.09.2015,25811,14.5,14.5,78.8,18.6,1,0,0,2
15.09.2015,28066,14.3,14.3,75,18,1,0,0,2
16.09.2015,18653,13.8,13.8,89.7,13.4,1,0,0,2
17.09.2015,32075,14.8,14.8,72.8,16.7,1,0,0,2
18.09.2015,29829,15.1,15.1,78.4,9.5,1,0,0,2
19.09.2015,31826,15.2,15.2,71,7,1,0,1,2
20.09.2015,31141,15.4,15.4,73.7,11.4,1,0,1,2
21.09.2015,23676,14.7,14.7,83.6,13.5,1,0,0,2
22.09.2015,20434,12.4,12.4,83.1,12.6,1,0,0,2
23.09.2015,33977,14.1,13.9,71.5,18.3,1,0,0,2
24.09.2015,29396,15.6,15.6,71.7,19.9,1,0,0,2
25.09.2015,34783,13.7,13.7,67.5,10.7,1,0,0,2
26.09.2015,32636,13.2,13.2,68.9,8.5,1,0,1,2
27.09.2015,29817,13.6,13.6,72.6,11.6,1,0,1,2
28.09.2015,33138,14,14,74.2,14.9,1,0,0,2
29.09.2015,34436,14.8,14.8,70.1,16.4,1,0,0,2
30.09.2015,34941,14.3,14.3,68.2,17,1,0,0,2
01.10.2015,34562,14.3,14.3,71.9,15.8,1,0,0,2
02.10.2015,35503,13.7,13.7,73.3,10.7,1,0,0,2
03.10.2015,28956,12.7,12.7,81.2,5.7,1,0,1,2
04.10.2015,29884,13.3,13.1,72.8,9.9,1,0,1,2
05.10.2015,20741,15.9,15.9,87.9,13.8,1,0,0,2
06.10.2015,25892,16.6,16.6,87.2,12.4,2,0,0,2
07.10.2015,28629,14.9,14.9,81.9,19.1,2,0,0,2
08.10.2015,33676,12.4,11.8,72.8,8.4,1,0,0,2
09.10.2015,32006,12.6,12.5,76.8,6.9,1,0,0,2
10.10.2015,29416,13,13,81.3,11.1,1,0,1,2
11.10.2015,27796,12.3,12,72.6,13.2,1,0,1,2
12.10.2015,31292,11.3,11,70.1,10,1,0,0,2
13.10.2015,20114,10.6,9.4,73.4,14.5,1,0,0,2
14.10.2015,30579,10.5,9.8,75,13.5,1,0,0,2
15.10.2015,30874,11.2,10.6,77.9,13.1,1,0,0,2
16.10.2015,30075,12.5,12.5,78.6,16.5,2,0,0,2
17.10.2015,24327,12.1,12.1,76.8,13.8,2,0,1,2
18.10.2015,23070,13,13,79.7,9.1,2,0,1,2
19.10.2015,29952,12.7,12.7,79.2,7.4,1,0,0,2
20.10.2015,32718,11.5,11.3,75.5,8,1,0,0,2
21.10.2015,18922,12.5,12.3,88.4,15.5,1,0,0,2
22.10.2015,30326,14,14,69.9,16.9,2,0,0,2
23.10.2015,30273,12.9,12.9,65.5,7.5,3,0,0,2
24.10.2015,16876,12.7,12.5,77.8,10.8,1,0,1,2
25.10.2015,23133,9,7.8,75.7,8.5,1,0,1,2
26.10.2015,30364,11.7,11,85.9,13.6,1,0,0,2
27.10.2015,32436,14.4,14.4,85,12.2,1,0,0,2
28.10.2015,23881,13.6,13.6,84.8,10.9,1,0,0,2
29.10.2015,27339,13.4,13.3,87.8,13.4,1,0,0,2
30.10.2015,23970,14.7,14.7,82,13.6,1,0,0,2
31.10.2015,27464,12.4,12.4,87.9,9.8,1,0,1,2
01.11.2015,22848,9.2,8.9,97.7,5.2,4,0,1,2
02.11.2015,28033,10.5,10,95,9.2,1,0,0,2
03.11.2015,30710,11.9,11.7,88.6,9,1,0,0,2
04.11.2015,23462,13.5,13.5,88.5,8.4,1,0,0,2
05.11.2015,24503,15.2,15.2,87.4,14.3,2,0,0,2
06.11.2015,25431,16.2,16.2,84.8,18.1,2,0,0,2
07.11.2015,14881,15.8,15.8,83.6,22.9,1,0,1,2
08.11.2015,18754,14.2,14.1,85.5,16.3,1,0,1,2
09.11.2015,28474,13.9,13.9,74,27,1,0,0,2
10.11.2015,29206,15.8,15.8,81.5,22.9,3,0,0,2
11.11.2015,29899,14.8,14.8,71.7,20.3,2,0,0,2
12.11.2015,28962,14.3,14.3,81.2,17.2,2,0,0,2
13.11.2015,25252,10.7,8.8,66,27.9,1,0,0,2
14.11.2015,8898,11.3,9.8,81.3,23.3,1,0,1,2
15.11.2015,17594,15.5,15.5,72.5,34.1,3,0,1,2
16.11.2015,26507,13.6,13.6,73.6,21.9,1,0,0,2
17.11.2015,22768,14.8,14.8,77.4,29.2,2,0,0,2
18.11.2015,25926,14,14,69.5,31.7,2,0,0,2
19.11.2015,23695,11.6,11.2,80,21.5,1,0,0,2
20.11.2015,25788,9.1,6.1,67.5,22.3,1,0,0,2
21.11.2015,12751,4.4,-0.4,68,26.3,1,0,1,2
22.11.2015,13118,3.5,0.8,74.7,10.7,1,0,1,2
23.11.2015,23908,5,2.7,75,11.1,1,0,0,2
24.11.2015,21175,9,6.2,83.7,19.9,1,0,0,2
25.11.2015,26000,8.9,6.9,76.7,16.2,1,0,0,2
26.11.2015,26626,9.4,8.5,86.3,7.5,1,0,0,2
27.11.2015,23517,11.3,10.5,83.7,20.7,2,0,0,2
28.11.2015,16336,8.1,5.4,69.8,27.3,1,0,1,2
29.11.2015,11392,12,12,72,34.1,2,0,1,2
30.11.2015,20918,12,11.5,77.5,26.1,3,0,0,2
01.12.2015,26559,13,13,74.3,20.3,2,0,0,3
02.12.2015,27789,13,13,72.5,20.8,1,0,0,3
03.12.2015,25899,12.9,12.9,76.9,21.1,1,0,0,3
04.12.2015,25956,11,10,70.3,25.1,1,0,0,3
05.12.2015,16511,12.6,12.6,66.3,36.8,1,0,1,3
06.12.2015,15478,13.4,13.4,80.3,23.1,2,0,1,3
07.12.2015,25734,13.3,13.3,81.5,14.5,1,0,0,3
08.12.2015,23430,12.3,11.7,73.8,20.8,1,0,0,3
09.12.2015,27562,9.6,8.5,73.9,18.3,1,0,0,3
10.12.2015,23115,11.5,11.4,77.9,22.4,2,0,0,3
11.12.2015,23259,10.1,8.9,76,20.4,1,0,0,3
12.12.2015,15815,11.7,11.2,73.1,23.4,1,0,1,3
13.12.2015,12291,8.4,6.9,91.4,10.3,2,0,1,3
14.12.2015,23835,9.2,7.7,85,9.7,2,0,0,3
15.12.2015,20201,11.5,11.1,92.3,10.7,2,0,0,3
16.12.2015,25558,14.5,14.5,81.7,20.5,3,0,0,3
17.12.2015,25804,14.3,14.3,72.5,18.9,1,0,0,3
18.12.2015,25730,13.1,13.1,79,17.2,1,0,0,3
19.12.2015,18754,15.4,15.4,74.5,22.3,1,0,1,3
20.12.2015,13060,12.8,12.5,74.3,20.4,1,0,1,3
21.12.2015,18136,10.9,9.7,77.5,22.6,1,0,0,3
22.12.2015,17458,14.2,14.2,80.7,31.4,1,0,0,3
23.12.2015,18451,11.4,11.1,69,23.2,1,0,0,3
24.12.2015,8908,10.9,9.9,68.3,25.6,1,0,0,3
25.12.2015,22423,11.3,10.4,79.4,18,1,24,0,3
26.12.2015,10230,14.7,14.7,74.1,27.4,2,0,1,3
27.12.2015,9378,14.3,14.3,81.1,22,2,0,1,3
28.12.2015,13732,11.7,11.6,73.4,15,1,24,0,3
29.12.2015,15592,11.8,11.6,74.5,17.2,1,0,0,3
30.12.2015,12301,12.6,12.5,69.4,25.1,1,0,0,3
31.12.2015,13889,9.5,7.2,69.3,23.4,1,0,0,3
01.01.2016,9797,6.5,3.7,82.5,16.7,1,24,0,3
02.01.2016,7195,10.5,9.4,87,21.6,3,0,1,3
03.01.2016,4869,8.6,6.4,83.5,16.2,1,0,1,3
04.01.2016,20533,8.9,7,82.6,12.5,1,0,0,3
05.01.2016,22805,9,7.9,85.7,8.4,2,0,0,3
06.01.2016,23038,7,6,90.3,6.5,1,0,0,3
07.01.2016,18083,8,4.6,76.1,24.2,1,0,0,3
08.01.2016,20762,7.4,5.1,77.9,12.6,1,0,0,3
09.01.2016,11583,9.7,8.1,81.3,18,2,0,1,3
10.01.2016,14320,7.3,4.2,75.4,18.9,1,0,1,3
11.01.2016,21092,7,4.2,82.6,16.5,2,0,0,3
12.01.2016,22799,6.2,1.8,78,27.8,1,0,0,3
13.01.2016,24586,5.8,2.5,71.5,18.1,1,0,0,3
14.01.2016,22186,4.5,-0.2,73,25.9,1,0,0,3
15.01.2016,22446,4,-0.3,70,21.4,1,0,0,3
16.01.2016,16091,3.1,0.6,75.6,9.6,1,0,1,3
17.01.2016,11762,3,0.8,80.3,9.1,1,0,1,3
18.01.2016,22762,2.9,0.1,75.4,11.4,1,0,0,3
19.01.2016,23819,1.3,1,68.5,2.8,1,0,0,3
20.01.2016,23800,1.6,0.4,77.4,5.4,1,0,0,3
21.01.2016,23378,3.7,1.2,76.6,10.5,1,0,0,3
22.01.2016,18328,8.1,5.6,79.9,15.4,1,0,0,3
23.01.2016,17218,8.7,6.7,83.7,13.7,1,0,1,3
24.01.2016,16360,12.4,12.1,88.1,15,1,0,1,3
25.01.2016,25724,12.2,11.9,72.4,19.8,1,0,0,3
26.01.2016,20224,10.2,9,80.3,27.2,1,0,0,3
27.01.2016,21708,12.1,11.6,80.1,30.5,2,0,0,3
28.01.2016,25324,7.9,4.6,65.6,22.3,1,0,0,3
29.01.2016,22526,11.8,11.6,77.9,33.8,2,0,0,3
30.01.2016,16381,8.3,5.1,67.9,27,1,0,1,3
31.01.2016,11019,10,8.8,79.2,22.5,1,0,1,3
01.02.2016,23606,12.8,12.6,68.1,34.9,2,0,0,3
02.02.2016,24514,9,5.3,61.2,30.1,1,0,0,3
03.02.2016,24436,6.2,2.5,68.2,22.1,1,0,0,3
04.02.2016,25154,10.3,9,76.7,22,1,0,0,3
05.02.2016,22597,10.9,10.4,78.9,22.3,2,0,0,3
06.02.2016,13126,11,9.7,75.8,31.1,2,0,1,3
07.02.2016,14025,8.2,4.6,71,27.4,1,0,1,3
08.02.2016,19497,8.8,4.4,63.2,41.4,2,0,0,3
09.02.2016,23308,6.3,2.6,68.3,21.4,1,0,0,3
10.02.2016,23626,6.6,3.4,71.8,18.7,1,0,0,3
11.02.2016,25186,5.2,3.1,72.6,9.1,1,0,0,3
12.02.2016,22819,4.8,2,83.9,13,1,0,0,3
13.02.2016,9869,4.3,0.7,85.6,18.4,1,0,1,3
14.02.2016,13697,4.4,1.1,72.9,16,1,0,1,3
15.02.2016,21789,3.7,0.1,75.5,16.3,1,0,0,3
16.02.2016,24386,3.7,1.8,76.5,9.3,1,0,0,3
17.02.2016,19034,4.8,2,76.5,12.4,2,0,0,3
18.02.2016,23517,5.3,2.6,72,13.2,1,0,0,3
19.02.2016,22173,6.2,2.9,79,19.5,1,0,0,3
20.02.2016,10745,11.2,10.1,80.8,28,1,0,1,3
21.02.2016,14670,13.2,13.2,79.2,30.8,3,0,1,3
22.02.2016,20463,9,7.2,73.3,16.9,1,0,0,3
23.02.2016,25657,6.4,4.5,68,10.9,1,0,0,3
24.02.2016,25481,3.8,3.2,69.5,4.8,1,0,0,3
25.02.2016,24174,3.1,1.2,69.3,8.6,1,0,0,3
26.02.2016,23580,3.9,1.5,68.7,11.5,1,0,0,3
